date,ride_name,SACTMIN,SPOSTMIN
12/21/2018,haunted_mansion,27.2,-110.04907975460122
12/21/2019,haunted_mansion,2.0,41.19230769230769
12/21/2020,haunted_mansion,18.625,18.09375
12/21/2021,haunted_mansion,14.25,6.611940298507463
12/22/2015,haunted_mansion,25.333333333333332,-22.174242424242426
12/22/2016,haunted_mansion,13.25,23.253968253968253
12/22/2017,haunted_mansion,7.25,-43.916666666666664
12/22/2018,haunted_mansion,12.25,-75.8956043956044
12/22/2019,haunted_mansion,14.0,18.147286821705425
12/22/2020,haunted_mansion,15.0,-113.21232876712328
12/22/2021,haunted_mansion,23.555555555555557,34.75757575757576
12/23/2015,haunted_mansion,23.333333333333332,17.86986301369863
12/23/2016,haunted_mansion,7.5,20.104761904761904
12/23/2017,haunted_mansion,10.5,-29.16025641025641
12/23/2018,haunted_mansion,11.333333333333334,-91.17341040462428
12/23/2019,haunted_mansion,,31.65648854961832
12/23/2020,haunted_mansion,10.0,19.06779661016949
12/23/2021,haunted_mansion,35.25,30.46853146853147
12/24/2015,haunted_mansion,6.0,32.44166666666667
12/24/2016,haunted_mansion,53.0,-57.072072072072075
12/24/2017,haunted_mansion,32.0,-48.29370629370629
12/24/2018,haunted_mansion,13.0,-80.49404761904762
12/24/2019,haunted_mansion,,-111.8984375
12/24/2020,haunted_mansion,13.0,10.642857142857142
12/24/2021,haunted_mansion,30.4,-91.62937062937063
12/25/2015,haunted_mansion,10.0,21.125984251968504
12/25/2016,haunted_mansion,47.0,43.11206896551724
12/25/2017,haunted_mansion,6.0,-24.664556962025316
12/25/2018,haunted_mansion,16.0,-66.48850574712644
12/25/2019,haunted_mansion,5.5,42.6013986013986
12/25/2020,haunted_mansion,16.666666666666668,13.916666666666666
12/25/2021,haunted_mansion,17.0,35.48275862068966
12/26/2015,haunted_mansion,12.666666666666666,35.421052631578945
12/26/2016,haunted_mansion,44.0,-7.791666666666667
12/26/2017,haunted_mansion,9.0,-27.949685534591193
12/26/2018,haunted_mansion,37.0,-99.68047337278107
12/26/2019,haunted_mansion,11.0,46.4453125
12/26/2020,haunted_mansion,26.0,14.88
12/26/2021,haunted_mansion,56.0,-52.85507246376812
12/27/2015,haunted_mansion,4.5,-45.84
12/27/2016,haunted_mansion,17.0,43.58536585365854
12/27/2017,haunted_mansion,7.0,-18.691358024691358
12/27/2018,haunted_mansion,15.5,-93.22485207100591
12/27/2019,haunted_mansion,9.5,25.365671641791046
12/27/2020,haunted_mansion,14.0,20.72
12/27/2021,haunted_mansion,,36.728476821192054
12/28/2015,haunted_mansion,22.333333333333332,48.9568345323741
12/28/2016,haunted_mansion,12.5,48.57377049180328
12/28/2017,haunted_mansion,23.0,-16.536585365853657
12/28/2018,haunted_mansion,34.0,-91.0
12/28/2019,haunted_mansion,39.0,38.86259541984733
12/28/2020,haunted_mansion,14.285714285714286,21.564885496183205
12/28/2021,haunted_mansion,11.6,21.062937062937063
12/29/2015,haunted_mansion,20.25,45.89655172413793
12/29/2016,haunted_mansion,25.5,44.125
12/29/2017,haunted_mansion,31.5,-24.923566878980893
12/29/2018,haunted_mansion,17.0,-89.92857142857143
12/29/2019,haunted_mansion,19.0,1.453125
12/29/2020,haunted_mansion,17.083333333333332,24.318181818181817
12/3/2015,haunted_mansion,7.333333333333333,-23.776119402985074
12/3/2016,haunted_mansion,32.4,41.967213114754095
12/3/2017,haunted_mansion,22.333333333333332,4.571428571428571
12/3/2018,haunted_mansion,,-21.069767441860463
12/3/2019,haunted_mansion,27.0,29.385245901639344
12/3/2020,haunted_mansion,15.714285714285714,1.801980198019802
12/3/2021,haunted_mansion,42.25,30.6231884057971
12/30/2015,haunted_mansion,17.2,44.146341463414636
12/30/2016,haunted_mansion,13.5,-124.23489932885906
12/30/2017,haunted_mansion,17.8,-33.829015544041454
12/30/2018,haunted_mansion,8.571428571428571,-66.01570680628272
12/30/2019,haunted_mansion,42.666666666666664,47.513333333333335
12/30/2020,haunted_mansion,10.272727272727273,18.153846153846153
12/31/2015,haunted_mansion,31.0,48.156028368794324
12/31/2016,haunted_mansion,11.666666666666666,62.00757575757576
12/31/2017,haunted_mansion,31.75,-21.50887573964497
12/31/2018,haunted_mansion,23.0,-67.0625
12/31/2019,haunted_mansion,4.0,79.0
12/31/2020,haunted_mansion,4.769230769230769,11.428571428571429
12/4/2015,haunted_mansion,11.0,11.378787878787879
12/4/2016,haunted_mansion,19.75,18.302325581395348
12/4/2017,haunted_mansion,20.6,13.036764705882353
12/4/2018,haunted_mansion,23.2,-110.61676646706587
12/4/2019,haunted_mansion,18.0,50.32520325203252
12/4/2020,haunted_mansion,10.5,26.05504587155963
12/4/2021,haunted_mansion,31.5,47.856115107913666
12/5/2015,haunted_mansion,14.555555555555555,-7.013888888888889
12/5/2016,haunted_mansion,8.5,37.61467889908257
12/5/2017,haunted_mansion,9.333333333333334,-131.88125
12/5/2018,haunted_mansion,12.0,-51.51633986928105
12/5/2019,haunted_mansion,25.857142857142858,29.677419354838708
12/5/2020,haunted_mansion,8.428571428571429,22.452830188679247
12/5/2021,haunted_mansion,19.3,-8.224806201550388
12/6/2015,haunted_mansion,10.666666666666666,17.928571428571427
12/6/2016,haunted_mansion,9.8,15.725806451612904
12/6/2017,haunted_mansion,21.5,-39.348387096774196
12/6/2018,haunted_mansion,9.0,-106.98709677419355
12/6/2019,haunted_mansion,20.666666666666668,28.6
12/6/2020,haunted_mansion,10.818181818181818,-20.454545454545453
12/6/2021,haunted_mansion,29.5,19.66923076923077
12/7/2015,haunted_mansion,19.5,27.217391304347824
12/7/2016,haunted_mansion,29.714285714285715,-0.3203125
12/7/2017,haunted_mansion,13.727272727272727,11.778481012658228
12/7/2018,haunted_mansion,28.0,-74.22699386503068
12/7/2019,haunted_mansion,5.5,26.20769230769231
12/7/2020,haunted_mansion,13.923076923076923,13.56140350877193
12/7/2021,haunted_mansion,39.583333333333336,-71.79389312977099
12/8/2015,haunted_mansion,9.625,16.706766917293233
12/8/2016,haunted_mansion,17.2,18.23008849557522
12/8/2017,haunted_mansion,7.875,-59.8719512195122
12/8/2018,haunted_mansion,18.0,-4.641891891891892
12/8/2019,haunted_mansion,10.666666666666666,26.785714285714285
12/8/2020,haunted_mansion,11.142857142857142,-286.2190476190476
12/8/2021,haunted_mansion,16.77777777777778,27.376712328767123
12/9/2015,haunted_mansion,16.666666666666668,14.449664429530202
12/9/2016,haunted_mansion,6.0,14.463636363636363
12/9/2017,haunted_mansion,29.0,1.2837837837837838
12/9/2018,haunted_mansion,11.5,-64.94736842105263
12/9/2019,haunted_mansion,,-243.8091603053435
12/9/2020,haunted_mansion,10.76923076923077,-7.869158878504673
12/9/2021,haunted_mansion,43.75,21.65625
2/1/2015,haunted_mansion,19.285714285714285,14.682926829268293
2/1/2016,haunted_mansion,16.0,23.935185185185187
2/1/2017,haunted_mansion,32.0,-24.41176470588235
2/1/2018,haunted_mansion,23.5,-65.63063063063063
2/1/2019,haunted_mansion,12.0,-52.24193548387097
2/1/2020,haunted_mansion,33.0,23.80373831775701
2/1/2021,haunted_mansion,8.5,-79.46067415730337
2/10/2015,haunted_mansion,28.0,23.206060606060607
2/10/2016,haunted_mansion,17.666666666666668,27.25
2/10/2017,haunted_mansion,7.5,4.803571428571429
2/10/2018,haunted_mansion,17.0,19.653333333333332
2/10/2019,haunted_mansion,11.0,-128.25185185185185
2/10/2020,haunted_mansion,28.0,34.10569105691057
2/10/2021,haunted_mansion,5.5,-20.819148936170212
2/11/2015,haunted_mansion,12.0,20.445859872611464
2/11/2016,haunted_mansion,21.0,30.955882352941178
2/11/2017,haunted_mansion,47.0,-45.48695652173913
2/11/2018,haunted_mansion,12.8,-77.0
2/11/2019,haunted_mansion,15.666666666666666,-77.26271186440678
2/11/2020,haunted_mansion,,42.19387755102041
2/11/2021,haunted_mansion,5.083333333333333,-33.747126436781606
2/12/2015,haunted_mansion,32.5,28.933333333333334
2/12/2016,haunted_mansion,15.5,31.73913043478261
2/12/2017,haunted_mansion,31.5,27.80373831775701
2/12/2018,haunted_mansion,5.0,-18.94736842105263
2/12/2019,haunted_mansion,16.0,-260.62204724409446
2/12/2020,haunted_mansion,11.0,-12.6
2/12/2021,haunted_mansion,11.0,21.05263157894737
2/13/2015,haunted_mansion,9.0,22.58695652173913
2/13/2016,haunted_mansion,35.5,36.773049645390074
2/13/2017,haunted_mansion,15.0,29.65
2/13/2018,haunted_mansion,6.0,-80.2439024390244
2/13/2019,haunted_mansion,8.0,-102.99248120300751
2/13/2020,haunted_mansion,13.333333333333334,40.96590909090909
2/13/2021,haunted_mansion,13.0,-45.82905982905983
2/14/2015,haunted_mansion,9.333333333333334,40.66326530612245
2/14/2016,haunted_mansion,27.25,37.61194029850746
2/14/2017,haunted_mansion,7.5,27.216494845360824
2/14/2018,haunted_mansion,12.0,-2.887218045112782
2/14/2019,haunted_mansion,21.5,-66.64473684210526
2/14/2020,haunted_mansion,12.5,44.701492537313435
2/14/2021,haunted_mansion,18.22222222222222,-220.29166666666666
2/15/2015,haunted_mansion,13.0,36.43589743589744
2/15/2016,haunted_mansion,16.2,12.687022900763358
2/15/2017,haunted_mansion,3.0,23.607142857142858
2/15/2018,haunted_mansion,9.0,43.663366336633665
2/15/2019,haunted_mansion,,-115.65034965034965
2/15/2020,haunted_mansion,37.5,47.53982300884956
2/15/2021,haunted_mansion,13.615384615384615,-79.25
2/16/2015,haunted_mansion,17.0,30.371287128712872
2/16/2016,haunted_mansion,14.0,30.091743119266056
2/16/2017,haunted_mansion,,-102.04347826086956
2/16/2018,haunted_mansion,12.25,-41.355704697986575
2/16/2019,haunted_mansion,7.0,-47.97315436241611
2/16/2020,haunted_mansion,11.0,60.73529411764706
2/16/2021,haunted_mansion,13.272727272727273,7.982300884955753
2/17/2015,haunted_mansion,14.333333333333334,20.927835051546392
2/17/2016,haunted_mansion,7.5,25.371900826446282
2/17/2017,haunted_mansion,50.0,29.508333333333333
2/17/2018,haunted_mansion,18.375,21.54605263157895
2/17/2019,haunted_mansion,23.2,-102.94478527607362
2/17/2020,haunted_mansion,16.0,46.596638655462186
2/17/2021,haunted_mansion,12.4,23.08139534883721
2/18/2015,haunted_mansion,31.5,32.282051282051285
2/18/2016,haunted_mansion,12.6,29.329896907216494
2/18/2017,haunted_mansion,21.0,43.8768115942029
2/18/2018,haunted_mansion,7.0,38.920529801324506
2/18/2019,haunted_mansion,12.666666666666666,-60.35606060606061
2/18/2020,haunted_mansion,7.0,63.0
2/18/2021,haunted_mansion,8.6,14.091836734693878
2/19/2015,haunted_mansion,24.2,21.22099447513812
2/19/2016,haunted_mansion,15.333333333333334,-56.18627450980392
2/19/2017,haunted_mansion,15.5,-28.072992700729927
2/19/2018,haunted_mansion,10.0,16.579710144927535
2/19/2019,haunted_mansion,28.0,-135.99310344827586
2/19/2020,haunted_mansion,43.333333333333336,56.026785714285715
2/19/2021,haunted_mansion,14.857142857142858,21.652542372881356
2/2/2015,haunted_mansion,9.833333333333334,17.6
2/2/2016,haunted_mansion,8.6,22.083333333333332
2/2/2017,haunted_mansion,7.0,23.195876288659793
2/2/2018,haunted_mansion,15.5,15.217054263565892
2/2/2019,haunted_mansion,9.8,-54.84137931034483
2/2/2020,haunted_mansion,6.0,24.663265306122447
2/2/2021,haunted_mansion,8.5,9.157303370786517
2/20/2015,haunted_mansion,17.2,28.941798941798943
2/20/2016,haunted_mansion,24.333333333333332,32.60504201680672
2/20/2017,haunted_mansion,13.0,32.642276422764226
2/20/2018,haunted_mansion,31.0,-70.5
2/20/2019,haunted_mansion,21.0,-54.95652173913044
2/20/2020,haunted_mansion,60.0,19.71875
2/20/2021,haunted_mansion,14.555555555555555,24.347826086956523
2/21/2015,haunted_mansion,30.75,20.164102564102564
2/21/2016,haunted_mansion,18.666666666666668,16.074074074074073
2/21/2017,haunted_mansion,,-13.491666666666667
2/21/2018,haunted_mansion,29.75,9.421768707482993
2/21/2019,haunted_mansion,20.75,-64.6078431372549
2/21/2020,haunted_mansion,38.0,44.52
2/21/2021,haunted_mansion,10.6,-106.10891089108911
2/22/2015,haunted_mansion,14.5,25.196629213483146
2/22/2016,haunted_mansion,21.5,30.803571428571427
2/22/2017,haunted_mansion,16.0,23.272727272727273
2/22/2018,haunted_mansion,34.0,44.549180327868854
2/22/2019,haunted_mansion,15.666666666666666,-128.94074074074075
2/22/2020,haunted_mansion,56.0,-176.69811320754718
2/22/2021,haunted_mansion,10.333333333333334,-0.5698924731182796
2/23/2015,haunted_mansion,13.0,27.3031914893617
2/23/2016,haunted_mansion,17.5,29.646464646464647
2/23/2017,haunted_mansion,48.0,38.71559633027523
2/23/2018,haunted_mansion,13.0,-50.605633802816904
2/23/2019,haunted_mansion,17.0,-54.121428571428574
2/23/2020,haunted_mansion,30.5,29.4020618556701
2/23/2021,haunted_mansion,10.2,25.34090909090909
2/24/2015,haunted_mansion,10.0,29.445714285714285
2/24/2016,haunted_mansion,2.6666666666666665,13.024193548387096
2/24/2017,haunted_mansion,24.8,36.5
2/24/2018,haunted_mansion,12.2,-89.46938775510205
2/24/2019,haunted_mansion,17.0,-148.13385826771653
2/24/2020,haunted_mansion,14.0,-10.885245901639344
2/24/2021,haunted_mansion,10.625,18.166666666666668
2/25/2015,haunted_mansion,23.0,21.609929078014183
2/25/2016,haunted_mansion,15.0,26.962616822429908
2/25/2017,haunted_mansion,40.333333333333336,24.176470588235293
2/25/2018,haunted_mansion,13.0,-3.878260869565217
2/25/2019,haunted_mansion,21.25,-63.36220472440945
2/25/2020,haunted_mansion,19.0,-39.42857142857143
2/25/2021,haunted_mansion,14.0,10.010989010989011
2/26/2015,haunted_mansion,10.4,20.302013422818792
2/26/2016,haunted_mansion,14.8,27.32758620689655
2/26/2017,haunted_mansion,18.0,31.46825396825397
2/26/2018,haunted_mansion,8.142857142857142,-144.6290322580645
2/26/2019,haunted_mansion,10.0,-120.94160583941606
2/26/2020,haunted_mansion,15.0,28.460176991150444
2/26/2021,haunted_mansion,10.954545454545455,20.126050420168067
2/27/2015,haunted_mansion,7.5,-1.6442953020134228
2/27/2016,haunted_mansion,18.25,33.36206896551724
2/27/2017,haunted_mansion,24.0,-42.06956521739131
2/27/2018,haunted_mansion,17.6,-73.19148936170212
2/27/2019,haunted_mansion,21.5,-84.09774436090225
2/27/2020,haunted_mansion,20.0,43.4639175257732
2/27/2021,haunted_mansion,12.0,22.899159663865547
2/28/2015,haunted_mansion,4.5,22.3989898989899
2/28/2016,haunted_mansion,19.666666666666668,28.181818181818183
2/28/2017,haunted_mansion,,34.18181818181818
2/28/2018,haunted_mansion,17.125,10.926470588235293
2/28/2019,haunted_mansion,17.857142857142858,-66.56164383561644
2/28/2020,haunted_mansion,18.333333333333332,32.05384615384615
2/28/2021,haunted_mansion,8.909090909090908,-72.73737373737374
2/29/2016,haunted_mansion,,30.181818181818183
2/29/2020,haunted_mansion,16.333333333333332,-38.47222222222222
2/3/2015,haunted_mansion,15.5,12.443661971830986
2/3/2016,haunted_mansion,7.0,19.175257731958762
2/3/2017,haunted_mansion,11.75,29.491525423728813
2/3/2018,haunted_mansion,21.75,-33.83116883116883
2/3/2019,haunted_mansion,12.5,-142.41379310344828
2/3/2020,haunted_mansion,8.5,35.039370078740156
2/3/2021,haunted_mansion,5.5,9.03225806451613
2/4/2015,haunted_mansion,13.25,17.643356643356643
2/4/2016,haunted_mansion,8.5,15.0561797752809
2/4/2017,haunted_mansion,11.0,38.839285714285715
2/4/2018,haunted_mansion,,-94.672
2/4/2019,haunted_mansion,42.25,-116.928
2/4/2020,haunted_mansion,16.5,41.51685393258427
2/4/2021,haunted_mansion,4.333333333333333,12.210526315789474
2/5/2015,haunted_mansion,6.666666666666667,13.553719008264462
2/5/2016,haunted_mansion,14.666666666666666,12.141666666666667
2/5/2017,haunted_mansion,32.5,-9.592592592592593
2/5/2018,haunted_mansion,27.333333333333332,-8.461538461538462
2/5/2019,haunted_mansion,,-239.3
2/5/2020,haunted_mansion,29.666666666666668,41.46067415730337
2/5/2021,haunted_mansion,5.5,-48.18867924528302
2/6/2015,haunted_mansion,20.0,31.083798882681563
2/6/2016,haunted_mansion,32.0,20.291666666666668
2/6/2017,haunted_mansion,30.0,36.88775510204081
2/6/2018,haunted_mansion,23.75,-82.13934426229508
2/6/2019,haunted_mansion,7.0,-117.81481481481481
2/6/2020,haunted_mansion,,18.608695652173914
2/6/2021,haunted_mansion,11.125,8.25
2/7/2015,haunted_mansion,12.4,28.186274509803923
2/7/2016,haunted_mansion,12.5,23.64
2/7/2017,haunted_mansion,21.0,19.858695652173914
2/7/2018,haunted_mansion,50.0,7.5234375
2/7/2019,haunted_mansion,15.0,-77.8041958041958
2/7/2020,haunted_mansion,43.0,36.50406504065041
2/7/2021,haunted_mansion,2.4285714285714284,0.6288659793814433
2/8/2015,haunted_mansion,6.666666666666667,18.945054945054945
2/8/2016,haunted_mansion,36.0,31.666666666666668
2/8/2017,haunted_mansion,22.5,-1.7155963302752293
2/8/2018,haunted_mansion,28.0,-14.345794392523365
2/8/2019,haunted_mansion,18.5,-135.1360544217687
2/8/2020,haunted_mansion,31.0,-6.485436893203883
2/8/2021,haunted_mansion,9.666666666666666,3.5569620253164556
2/9/2015,haunted_mansion,7.5,19.050632911392405
2/9/2016,haunted_mansion,10.5,24.557522123893804
2/9/2017,haunted_mansion,8.0,10.395604395604396
2/9/2018,haunted_mansion,11.0,-87.33846153846154
2/9/2019,haunted_mansion,20.0,-65.32857142857142
2/9/2020,haunted_mansion,19.0,-30.298076923076923
2/9/2021,haunted_mansion,10.0,15.058823529411764
3/1/2015,haunted_mansion,12.6,21.81081081081081
3/1/2016,haunted_mansion,6.666666666666667,21.11111111111111
3/1/2017,haunted_mansion,11.5,29.864
3/1/2018,haunted_mansion,9.5,30.54621848739496
3/1/2019,haunted_mansion,26.0,-152.25954198473283
3/1/2020,haunted_mansion,,42.5
3/1/2021,haunted_mansion,20.2,8.590909090909092
3/10/2015,haunted_mansion,33.5,29.51086956521739
3/10/2016,haunted_mansion,16.0,18.01851851851852
3/10/2017,haunted_mansion,22.0,41.19047619047619
3/10/2018,haunted_mansion,10.5,3.576923076923077
3/10/2019,haunted_mansion,15.0,-133.5810810810811
3/10/2020,haunted_mansion,30.25,40.05555555555556
3/10/2021,haunted_mansion,10.363636363636363,23.762376237623762
3/11/2015,haunted_mansion,8.333333333333334,21.135135135135137
3/11/2016,haunted_mansion,20.0,-0.9026548672566371
3/11/2017,haunted_mansion,23.666666666666668,38.13953488372093
3/11/2018,haunted_mansion,19.0,-34.61904761904762
3/11/2019,haunted_mansion,24.5,-91.2
3/11/2020,haunted_mansion,8.0,38.80769230769231
3/11/2021,haunted_mansion,14.2,12.57943925233645
3/12/2015,haunted_mansion,13.333333333333334,31.321052631578947
3/12/2016,haunted_mansion,33.0,20.973913043478262
3/12/2017,haunted_mansion,22.5,35.71551724137931
3/12/2018,haunted_mansion,8.4,-163.97333333333333
3/12/2019,haunted_mansion,19.0,-111.6604938271605
3/12/2020,haunted_mansion,15.0,11.936363636363636
3/12/2021,haunted_mansion,8.5,20.512820512820515
3/13/2015,haunted_mansion,11.5,26.043956043956044
3/13/2016,haunted_mansion,7.666666666666667,23.641666666666666
3/13/2017,haunted_mansion,25.25,-50.125
3/13/2018,haunted_mansion,9.0,37.370860927152314
3/13/2019,haunted_mansion,48.0,-69.73652694610779
3/13/2020,haunted_mansion,28.25,39.905660377358494
3/13/2021,haunted_mansion,4.1,9.756302521008404
3/14/2015,haunted_mansion,11.8,30.431472081218274
3/14/2016,haunted_mansion,,-235.4090909090909
3/14/2017,haunted_mansion,,50.12396694214876
3/14/2018,haunted_mansion,18.0,3.8282208588957056
3/14/2019,haunted_mansion,29.0,-142.73648648648648
3/14/2021,haunted_mansion,8.0,19.112903225806452
3/15/2015,haunted_mansion,20.0,22.5561797752809
3/15/2016,haunted_mansion,24.4,-2.462962962962963
3/15/2017,haunted_mansion,9.0,51.92567567567568
3/15/2018,haunted_mansion,15.333333333333334,39.333333333333336
3/15/2019,haunted_mansion,17.5,-107.22727272727273
3/15/2021,haunted_mansion,10.789473684210526,20.826446280991735
3/16/2015,haunted_mansion,15.0,31.83937823834197
3/16/2016,haunted_mansion,19.714285714285715,33.38235294117647
3/16/2017,haunted_mansion,30.875,14.8359375
3/16/2018,haunted_mansion,21.375,-13.339506172839506
3/16/2019,haunted_mansion,25.5,-63.4468085106383
3/16/2021,haunted_mansion,10.428571428571429,20.677966101694917
3/17/2015,haunted_mansion,18.0,29.53125
3/17/2016,haunted_mansion,26.333333333333332,35.5045871559633
3/17/2017,haunted_mansion,20.0,28.376
3/17/2018,haunted_mansion,25.333333333333332,-0.9194630872483222
3/17/2019,haunted_mansion,20.5,-140.27586206896552
3/17/2021,haunted_mansion,8.8125,-5.580645161290323
3/18/2015,haunted_mansion,17.0,28.208955223880597
3/18/2016,haunted_mansion,13.875,31.28099173553719
3/18/2017,haunted_mansion,41.0,8.635593220338983
3/18/2018,haunted_mansion,21.0,-55.2992700729927
3/18/2019,haunted_mansion,16.0,-50.72992700729927
3/18/2021,haunted_mansion,12.181818181818182,3.546218487394958
3/19/2015,haunted_mansion,16.5,28.939393939393938
3/19/2016,haunted_mansion,17.0,18.758064516129032
3/19/2017,haunted_mansion,12.0,23.524752475247524
3/19/2018,haunted_mansion,28.0,15.402985074626866
3/19/2019,haunted_mansion,35.0,-154.74305555555554
3/19/2021,haunted_mansion,8.166666666666666,16.386554621848738
3/2/2015,haunted_mansion,5.0,23.905555555555555
3/2/2016,haunted_mansion,12.2,9.564356435643564
3/2/2017,haunted_mansion,16.0,-23.568807339449542
3/2/2018,haunted_mansion,15.333333333333334,-60.792307692307695
3/2/2019,haunted_mansion,27.666666666666668,-57.75352112676056
3/2/2020,haunted_mansion,19.0,-82.28947368421052
3/2/2021,haunted_mansion,13.0,18.79310344827586
3/20/2015,haunted_mansion,7.0,24.84536082474227
3/20/2016,haunted_mansion,18.0,27.22222222222222
3/20/2017,haunted_mansion,,39.583333333333336
3/20/2018,haunted_mansion,15.0,-80.63758389261746
3/20/2019,haunted_mansion,9.666666666666666,-28.754716981132077
3/20/2021,haunted_mansion,12.166666666666666,11.12396694214876
3/21/2015,haunted_mansion,12.571428571428571,26.608040201005025
3/21/2016,haunted_mansion,23.75,36.2
3/21/2017,haunted_mansion,28.0,34.15596330275229
3/21/2018,haunted_mansion,7.0,15.135802469135802
3/21/2019,haunted_mansion,16.5,-86.62345679012346
3/21/2021,haunted_mansion,14.545454545454545,-68.04065040650407
3/22/2015,haunted_mansion,7.428571428571429,22.14673913043478
3/22/2016,haunted_mansion,,39.107142857142854
3/22/2017,haunted_mansion,29.0,30.296296296296298
3/22/2018,haunted_mansion,15.0,17.223880597014926
3/22/2019,haunted_mansion,28.22222222222222,-83.34131736526946
3/22/2021,haunted_mansion,12.714285714285714,22.412280701754387
3/23/2015,haunted_mansion,8.6,21.782122905027933
3/23/2016,haunted_mansion,21.0,37.129629629629626
3/23/2017,haunted_mansion,,34.35897435897436
3/23/2018,haunted_mansion,19.428571428571427,-38.671052631578945
3/23/2019,haunted_mansion,15.0,-56.58940397350993
3/23/2021,haunted_mansion,12.555555555555555,19.866071428571427
3/24/2015,haunted_mansion,14.142857142857142,35.46153846153846
3/24/2016,haunted_mansion,,37.83582089552239
3/24/2017,haunted_mansion,21.0,-5.043478260869565
3/24/2018,haunted_mansion,23.5,8.702127659574469
3/24/2019,haunted_mansion,46.333333333333336,-204.4765100671141
3/24/2021,haunted_mansion,11.25,20.42056074766355
3/25/2015,haunted_mansion,13.0,30.310734463276837
3/25/2016,haunted_mansion,13.333333333333334,25.757142857142856
3/25/2017,haunted_mansion,34.333333333333336,42.31404958677686
3/25/2018,haunted_mansion,22.142857142857142,-42.435374149659864
3/25/2019,haunted_mansion,25.75,-121.21897810218978
3/25/2021,haunted_mansion,6.894736842105263,20.126050420168067
3/26/2015,haunted_mansion,18.5,30.140845070422536
3/26/2016,haunted_mansion,13.333333333333334,6.641379310344828
3/26/2017,haunted_mansion,38.333333333333336,37.41228070175438
3/26/2018,haunted_mansion,27.5,43.97315436241611
3/26/2019,haunted_mansion,9.0,-125.3082191780822
3/26/2021,haunted_mansion,6.3,-21.02542372881356
3/27/2015,haunted_mansion,13.0,20.0
3/27/2016,haunted_mansion,19.0,27.416107382550337
3/27/2017,haunted_mansion,17.5,39.63963963963964
3/27/2018,haunted_mansion,22.5,33.86577181208054
3/27/2019,haunted_mansion,10.0,-76.7248322147651
3/27/2021,haunted_mansion,3.7777777777777777,-37.0
3/28/2015,haunted_mansion,20.166666666666668,40.714285714285715
3/28/2016,haunted_mansion,28.0,33.85496183206107
3/28/2017,haunted_mansion,20.0,35.089285714285715
3/28/2018,haunted_mansion,16.0,-9.444444444444445
3/28/2019,haunted_mansion,28.5,-36.30864197530864
3/28/2021,haunted_mansion,12.333333333333334,9.675
3/29/2015,haunted_mansion,8.5,30.0
3/29/2016,haunted_mansion,13.333333333333334,9.345323741007194
3/29/2017,haunted_mansion,17.88888888888889,32.605633802816904
3/29/2018,haunted_mansion,34.0,38.52
3/29/2019,haunted_mansion,29.75,-134.4967320261438
3/29/2021,haunted_mansion,16.466666666666665,14.317073170731707
3/3/2015,haunted_mansion,5.5,22.34375
3/3/2016,haunted_mansion,25.0,12.32258064516129
3/3/2017,haunted_mansion,22.75,11.884297520661157
3/3/2018,haunted_mansion,9.666666666666666,-152.83211678832117
3/3/2019,haunted_mansion,13.833333333333334,-135.36912751677852
3/3/2020,haunted_mansion,,-999.0
3/3/2021,haunted_mansion,5.666666666666667,11.704545454545455
3/30/2015,haunted_mansion,,30.490909090909092
3/30/2016,haunted_mansion,14.1,35.62732919254658
3/30/2017,haunted_mansion,22.333333333333332,32.166666666666664
3/30/2018,haunted_mansion,15.777777777777779,-36.864197530864196
3/30/2019,haunted_mansion,17.5,-158.06870229007635
3/30/2021,haunted_mansion,8.3,10.890756302521009
3/31/2015,haunted_mansion,24.2,31.129032258064516
3/31/2016,haunted_mansion,13.333333333333334,33.87323943661972
3/31/2017,haunted_mansion,14.5,34.91150442477876
3/31/2018,haunted_mansion,22.0,20.864864864864863
3/31/2019,haunted_mansion,15.4,-142.3448275862069
3/31/2021,haunted_mansion,7.928571428571429,7.739495798319328
3/4/2015,haunted_mansion,10.0,15.745341614906833
3/4/2016,haunted_mansion,15.0,24.725274725274726
3/4/2017,haunted_mansion,29.5,39.049586776859506
3/4/2018,haunted_mansion,25.857142857142858,-80.97122302158273
3/4/2019,haunted_mansion,66.0,-134.27407407407406
3/4/2020,haunted_mansion,,-999.0
3/4/2021,haunted_mansion,7.9,18.602150537634408
3/5/2015,haunted_mansion,11.5,20.714285714285715
3/5/2016,haunted_mansion,11.333333333333334,15.504854368932039
3/5/2017,haunted_mansion,21.5,35.14563106796116
3/5/2018,haunted_mansion,9.0,19.666666666666668
3/5/2019,haunted_mansion,52.0,-157.38059701492537
3/5/2020,haunted_mansion,,-999.0
3/5/2021,haunted_mansion,16.857142857142858,22.757009345794394
3/6/2015,haunted_mansion,4.5,22.254335260115607
3/6/2016,haunted_mansion,21.75,27.453703703703702
3/6/2017,haunted_mansion,36.5,40.666666666666664
3/6/2018,haunted_mansion,12.5,-84.33070866141732
3/6/2019,haunted_mansion,14.75,-92.81506849315069
3/6/2020,haunted_mansion,,-990.6611570247934
3/6/2021,haunted_mansion,3.7,-83.2892561983471
3/7/2015,haunted_mansion,12.142857142857142,27.153846153846153
3/7/2016,haunted_mansion,22.0,31.982758620689655
3/7/2017,haunted_mansion,32.0,36.683673469387756
3/7/2018,haunted_mansion,14.666666666666666,12.072463768115941
3/7/2019,haunted_mansion,14.0,-65.52666666666667
3/7/2020,haunted_mansion,24.0,-657.5408163265306
